split,item_id,item_idx,phase,base_graph_mean,fused_graph_mean,fused_graph_std,fused_density_gt_1e_6,fused_diag_mean,sparse_branch_density_gt_1e_6,sparse_branch_row_sum_error,local_delta_norm,last_warm_loss,config_name,selected_config_name,final_training_seconds,device
evaluation,839,493,Warm A,-0.05122815817594528,0.5018874406814575,0.1888553947210312,1.0,1.0,0.5185185185185185,1.1920928955078125e-07,0.2365097552537918,0.3740111291408539,,cfg02_G3_D32,2.234317305032164,cuda
evaluation,839,493,Warm B,-0.050834525376558304,0.5024105310440063,0.19098655879497528,1.0,1.0,0.5061728395061729,1.1920928955078125e-07,0.4308653771877289,0.3912579119205475,,cfg02_G3_D32,2.234317305032164,cuda
evaluation,839,493,Warm C,-0.07839365303516388,0.495358407497406,0.19343014061450958,1.0,1.0,0.5061728395061729,1.1920928955078125e-07,0.5333563685417175,0.48808392882347107,,cfg02_G3_D32,2.234317305032164,cuda
evaluation,842,494,Cold,-0.05280106142163277,0.5008769035339355,0.1881701797246933,1.0,1.0,0.5555555555555556,2.384185791015625e-07,0.0,0.0,,cfg02_G3_D32,2.234317305032164,cuda
evaluation,842,494,Warm A,-0.04130033031105995,0.5049899220466614,0.18961025774478912,1.0,1.0,0.5185185185185185,2.384185791015625e-07,0.24508309364318848,0.3343355357646942,,cfg02_G3_D32,2.234317305032164,cuda
evaluation,842,494,Warm B,-0.05327138677239418,0.5021690130233765,0.18966159224510193,1.0,1.0,0.5061728395061729,1.1920928955078125e-07,0.2362232208251953,0.48110780119895935,,cfg02_G3_D32,2.234317305032164,cuda
evaluation,842,494,Warm C,-0.032925691455602646,0.5073521137237549,0.18932870030403137,1.0,1.0,0.49382716049382713,2.384185791015625e-07,0.36965039372444153,0.35112401843070984,,cfg02_G3_D32,2.234317305032164,cuda
evaluation,848,495,Cold,-0.041024211794137955,0.5046547651290894,0.1863863468170166,1.0,1.0,0.48148148148148145,1.1920928955078125e-07,0.0,0.0,,cfg02_G3_D32,2.234317305032164,cuda
evaluation,848,495,Warm A,-0.05136844143271446,0.5015891790390015,0.187912717461586,1.0,1.0,0.5432098765432098,1.1920928955078125e-07,0.233018159866333,0.6386672854423523,,cfg02_G3_D32,2.234317305032164,cuda
evaluation,848,495,Warm B,-0.03743419051170349,0.5053079724311829,0.1872117817401886,1.0,1.0,0.5308641975308642,1.1920928955078125e-07,0.2808426022529602,0.5458566546440125,,cfg02_G3_D32,2.234317305032164,cuda
evaluation,848,495,Warm C,-0.022733505815267563,0.509674608707428,0.18663041293621063,1.0,1.0,0.4444444444444444,2.384185791015625e-07,0.36399102210998535,0.42633992433547974,,cfg02_G3_D32,2.234317305032164,cuda
evaluation,851,497,Cold,-0.0408659465610981,0.5046570301055908,0.18606925010681152,1.0,1.0,0.48148148148148145,1.1920928955078125e-07,0.0,0.0,,cfg02_G3_D32,2.234317305032164,cuda
evaluation,851,497,Warm A,-0.04319275915622711,0.5046282410621643,0.18652257323265076,1.0,1.0,0.5432098765432098,1.7881393432617188e-07,0.20678305625915527,0.4835207164287567,,cfg02_G3_D32,2.234317305032164,cuda
