family,model_label,seed,bundle_id,schema_version,protocol_pointer_sha256,source_status,split,phase,rows,positives,threshold,accuracy,precision,recall,f1,roc_auc,predicted_positive_rate,score_mean,score_std,tp,fp,fn,tn,config_name,variant
emerg,EmerG,2025,20260716T183549-s2025-cbe59f5ab1d1,emerg-baseline-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,PASS,evaluation,Cold,57569,23501,0.2471005767583847,0.4992443849988709,0.4476194222108596,0.9685119782136932,0.61226630800269,0.7410082423778209,0.8832705101704043,0.5553698164319114,0.2267568209756213,22761,28088,740,5980,cfg02_G2_D32,
emerg,EmerG,2025,20260716T183549-s2025-cbe59f5ab1d1,emerg-baseline-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,PASS,evaluation,Warm A,57569,23501,0.3297477066516876,0.6576108669596484,0.5503694646749242,0.8810688906855028,0.6775191008294751,0.7940894668236047,0.6535114384477757,0.4621497442227055,0.2633580874325903,20706,16916,2795,17152,cfg02_G2_D32,
emerg,EmerG,2025,20260716T183549-s2025-cbe59f5ab1d1,emerg-baseline-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,PASS,evaluation,Warm B,57569,23501,0.3655441999435425,0.7037815490976046,0.6023817084788822,0.8071571422492659,0.6898947100434617,0.8015183024120388,0.5469957789782696,0.4226213081040881,0.2812762760655579,18969,12521,4532,21547,cfg02_G2_D32,
emerg,EmerG,2025,20260716T183549-s2025-cbe59f5ab1d1,emerg-baseline-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,PASS,evaluation,Warm C,57569,23501,0.3805702924728393,0.7143775295732078,0.61870963401507,0.7826475469128973,0.6910894437242856,0.801975545526113,0.5163890288175929,0.4117434561274237,0.2833380401624821,18393,11335,5108,22733,cfg02_G2_D32,
emerg,EmerG,3407,20260716T183743-s3407-f657f7e81b02,emerg-baseline-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,PASS,evaluation,Cold,57569,23501,0.2949924767017364,0.5214264621584533,0.458602502248753,0.9545551253138164,0.6195506579946698,0.7365737035404383,0.8496934113845993,0.5476265035134946,0.2210303529104486,22433,26483,1068,7585,cfg02_G2_D32,
emerg,EmerG,3407,20260716T183743-s3407-f657f7e81b02,emerg-baseline-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,PASS,evaluation,Warm A,57569,23501,0.3452032804489136,0.6664176900762563,0.55879053222055,0.8689417471596953,0.6801785297938246,0.7941538265989116,0.6348034532474075,0.4663807921651006,0.2597369050869854,20421,16124,3080,17944,cfg02_G2_D32,
emerg,EmerG,3407,20260716T183743-s3407-f657f7e81b02,emerg-baseline-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,PASS,evaluation,Warm B,57569,23501,0.3618064820766449,0.7037815490976046,0.6010214952685342,0.816178034977235,0.6922674366146351,0.8011259149315013,0.5543608539318036,0.4309995632470997,0.281056868782659,19181,12733,4320,21335,cfg02_G2_D32,
emerg,EmerG,3407,20260716T183743-s3407-f657f7e81b02,emerg-baseline-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,PASS,evaluation,Warm C,57569,23501,0.3599365949630737,0.709044798415814,0.6074623539524371,0.8119228968980043,0.6949664918414918,0.8035807516518312,0.5456235126543799,0.4208522845511547,0.2848966198306628,19081,12330,4420,21738,cfg02_G2_D32,
emerg,EmerG,4517,20260716T183821-s4517-93c4e3d2a257,emerg-baseline-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,PASS,evaluation,Cold,57569,23501,0.270308643579483,0.4958571453386371,0.4460489291855557,0.9713203693459852,0.6113528931263976,0.7310189541396186,0.8889506505237194,0.5698670580444839,0.2184732021156022,22827,28349,674,5719,cfg02_G2_D32,
emerg,EmerG,4517,20260716T183821-s4517-93c4e3d2a257,emerg-baseline-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,PASS,evaluation,Warm A,57569,23501,0.3513632118701935,0.6626309298407129,0.555927276715935,0.862644142802434,0.6761272678762007,0.7894261868361735,0.633448557383314,0.4690523647792562,0.2545832483673697,20273,16194,3228,17874,cfg02_G2_D32,
